household_key,category_total,quantity_average,quantity_min,quantity_max,sales_average,sales_total,sales_min,sales_max,coupon_total,coupon_average,coupon_min,coupon_max,num_national_average,num_national_min,num_national_max,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,PAlive,clv,cluster
598,31,25.054545454545455,1,125,54.389636363636356,2991.43,261.4099999999999,1.09,-21.95,-0.3990909090909091,-4,0,14.472727272727273,0,62,35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,0.9999282391219132,2940.9973993193425,2
601,32,36.564516129032256,1,243,75.46370967741936,4678.750000000001,385.5000000000002,2.39,-9.82,-0.15838709677419355,-2.79,0,17.838709677419356,0,131,35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,0.9999337858062111,4602.405445355379,4
605,32,37.24193548387097,3,312,74.94322580645162,4646.480000000001,490.6100000000003,2.24,-110.5,-1.782258064516129,-33,0,24.5,1,181,25-34,A,75-99K,Homeowner,2 Adults Kids,4,2,0.9997554169653239,4491.082027386057,4
606,32,24.35593220338983,1,127,55.141355932203396,3253.34,309.77000000000015,1.5,0,0,0,0,14.627118644067796,0,83,45-54,U,35-49K,Probable Renter,Unknown,1,None/Unknown,0.9997700894795466,3149.0446601297745,2
607,32,41.78260869565217,1,398,61.24543478260869,2817.2899999999995,482.11999999999995,1,-16.28,-0.35391304347826086,-7.140000000000001,0,16.52173913043478,0,103,45-54,U,125-149K,Unknown,Unknown,1,None/Unknown,0.999398782028879,2631.4613258620984,2
608,33,33.109375,1,181,80.29890625000002,5139.130000000001,529.59,2.49,-9.85,-0.15390625,-6.75,0,18.421875,0,85,25-34,B,25-34K,Renter,1 Adult Kids,5+,3+,1.0000000000000426,5088.746372570711,4
609,29,17.807692307692307,1,147,29.265,1521.78,253.51,0,-21.44,-0.4123076923076923,-11.07,0,9.5,0,82,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,0.9999999999999716,1506.86058823101,2
614,29,31.173076923076923,1,183,52.81519230769231,2746.39,223.09000000000003,0.99,-10.85,-0.20865384615384616,-3,0,22.192307692307693,1,157,35-44,A,15-24K,Unknown,2 Adults Kids,4,2,0.99975949094027206,2655.5951388566828,2
621,25,26.52173913043478,1,252,69.07608695652175,3177.5000000000005,386.71999999999997,0.8,-1.6500000000000001,-0.035869565217391305,-0.55,0,14.065217391304348,0,71,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,0.9999284658945773,3124.0007791083476,2
622,31,15.56140350877193,1,56,41.43298245614035,2361.6800000000003,217.07999999999998,1.49,-6.7,-0.11754385964912281,-2.5,0,9.456140350877194,0,30,35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,0.9999275704419911,2321.7102299319304,2
623,30,33.745098039215684,1,339,70.96745098039216,3619.34,575.9299999999998,0.79,-6,-0.11764705882352941,-3,0,10.72549019607843,0,75,45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,0.9999999999999574,3583.856274494522,4
624,31,53.39655172413793,1,236,91.57344827586206,5311.26,486.75000000000006,2.39,-5.85,-0.10086206896551723,-3.05,0,17.79310344827586,0,76,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,0.9992847904195079,4908.15301746798,4
630,32,48.93333333333333,1,310,95.91133333333333,5754.68,610.2000000000002,1.49,-81.83,-1.3638333333333332,-14.049999999999999,0,16.866666666666667,0,155,35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1.0000000000000284,5698.261568643642,4
631,30,63.5,2,338,122.66416666666669,7359.850000000001,425.9400000000005,1.3800000000000001,-37.36,-0.6226666666666666,-23.99,0,22.833333333333332,0,231,65+,A,100-124K,Homeowner,2 Adults Kids,3,1,1.0000000000001137,7287.694607925984,1
644,33,29.171875,1,212,53.108593750000004,3398.9500000000003,209.63000000000008,2.69,-21.580000000000002,-0.33718750000000003,-3.55,0,21.15625,0,196,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999254387199227,3340.718138704378,2
647,33,33.61904761904762,1,166,86.23079365079366,5432.54,391.83000000000004,2.5,-66.08,-1.048888888888889,-14.27,0,21.333333333333332,0,79,35-44,A,50-74K,Renter,2 Adults Kids,4,2,1.0000000000000426,5379.279803944497,4
660,33,44.40625,1,199,117.12656250000002,7496.100000000001,629.8600000000005,1.19,-18.53,-0.28953125,-5.25,0,29.234375,1,126,55-64,A,50-74K,Homeowner,Unknown,2,None/Unknown,0.9998367975745287,7303.415314179573,1
661,29,40.41509433962264,1,172,156.01547169811332,8268.820000000005,1676.3200000000027,0.5,-2.49,-0.0469811320754717,-1.99,0,24.132075471698112,0,102,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0.999914648183326,8118.460601164319,1
670,32,33.87301587301587,1,253,78.72507936507937,4959.68,411.09,2,-72.7,-1.153968253968254,-10.25,0,21.46031746031746,0,140,55-64,A,35-49K,Unknown,2 Adults Kids,3,1,0.9997179225024929,4776.326270119248,4
671,29,29.763636363636362,1,137,73.00909090909092,4015.5000000000005,479.7000000000002,1.29,-10.6,-0.19272727272727272,-2.5,0,11.054545454545455,0,59,35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,0.9930379921159905,2344.1401396173032,2
672,31,25.216666666666665,1,106,43.03566666666667,2582.14,216.42000000000002,0.49,-17,-0.2833333333333333,-10,0,9.333333333333334,0,51,35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,0.9999309607073222,2539.2937971948454,2
675,30,29.29310344827586,1,158,60.38724137931034,3502.4599999999996,359.19,0.99,-17.3,-0.2982758620689655,-3.65,0,17.137931034482758,0,96,35-44,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1.0000000000000853,3468.122156892313,2
680,29,36,1,291,61.365614035087724,3497.8400000000006,393.41000000000014,-3.8100000000000005,-19.68,-0.3452631578947368,-13.68,0,19.842105263157894,0,122,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0.9983422721382732,2971.03131250085,2
682,33,25.390625,1,128,50.13140625,3208.41,184.73000000000002,0.5,-49.34,-0.7709375,-9.8,0,11.03125,0,73,65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,5.256823767070452e-13,31.45500000001637,2
685,33,43.704918032786885,1,367,97,5917,1304.7800000000007,2.19,-8.5,-0.13934426229508196,-3,0,23.114754098360656,0,227,35-44,A,Under 15K,Unknown,Single Female,2,None/Unknown,0.9996895380455436,5682.568076928943,4
688,31,17.852459016393443,1,97,51.78081967213115,3158.6300000000006,339.93000000000023,2.36,-5,-0.08196721311475409,-2,0,12.59016393442623,1,76,35-44,A,125-149K,Homeowner,2 Adults Kids,3,1,0.9981094484453056,2630.3767531968483,2
690,30,29.17543859649123,1,132,73.61280701754386,4195.93,683.4200000000001,1.99,-6.55,-0.11491228070175438,-2.5,0,17.157894736842106,0,83,65+,B,15-24K,Homeowner,Single Female,1,None/Unknown,0.9999276073636867,4124.93196144236,4
692,29,23.879310344827587,1,163,58.883103448275875,3415.2200000000007,621.9700000000004,0.89,-9.85,-0.16982758620689656,-4,0,15.775862068965518,0,153,65+,U,35-49K,Homeowner,Single Female,1,None/Unknown,0.9999306995069873,3358.4631358723036,2
693,34,39.44615384615385,1,151,97.84630769230769,6360.01,334.8300000000001,1.37,-18.79,-0.28907692307692306,-10.69,0,24.923076923076923,0,102,45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,0.9885396979908239,2934.5611996007874,4
695,33,50.015151515151516,1,434,110.87424242424245,7317.700000000002,678.9500000000004,0.49,-6.2,-0.09393939393939393,-2,0,24.40909090909091,0,163,35-44,B,35-49K,Unknown,1 Adult Kids,3,2,0.9999241908422477,7191.440141124781,1
696,34,74.50746268656717,1,369,187.23253731343286,12544.580000000002,690.4300000000004,2.5,-71.02,-1.06,-19.240000000000002,0,41.059701492537314,0,246,35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9996142378920029,11960.2141782199,3
699,33,53.53968253968254,1,556,134.68365079365083,8485.070000000002,509.92000000000024,0.99,-18.990000000000002,-0.30142857142857143,-4.800000000000001,0,32.96825396825397,0,114,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9994749818180417,7982.77294534083,1
706,32,24.693548387096776,1,125,58.09564516129032,3601.93,204.2,2.55,-4.25,-0.0685483870967742,-1.75,0,14.17741935483871,0,51,45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000000142,3566.616960789379,4
707,34,79.58461538461539,1,372,229.14153846153852,14894.200000000004,1030.15,2.49,-14.6,-0.2246153846153846,-4,0,45.738461538461536,0,256,25-34,A,100-124K,Homeowner,2 Adults Kids,5+,3+,0.9999999999998579,14748.178431162956,3
708,30,22.285714285714285,1,130,50.50107142857142,2828.06,257.39000000000004,0.5,0,0,0,0,11.446428571428571,0,63,35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,0.9996116885636823,2695.6584221942167,2
712,34,62.720588235294116,1,362,165.5883823529412,11260.010000000002,626.2100000000004,1.49,-86.6,-1.2735294117647058,-25.939999999999998,0,44.029411764705884,0,250,65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999258669756514,11067.570497778912,3
714,31,43.87931034482759,1,321,71.66241379310345,4156.42,447.71,0.99,-48.85,-0.8422413793103448,-32.5,0,17.20689655172414,0,95,55-64,U,15-24K,Unknown,2 Adults Kids,3,1,1.0000000000000533,4115.670784335654,4
715,33,43.375,1,675,58.081562500000004,3717.2200000000003,324.8,0.5,-32.13,-0.50203125,-13.75,0,17.140625,0,174,55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999999999999858,3680.776666661433,4
716,27,13.098039215686274,1,67,23.843333333333334,1216.01,153.01999999999998,0.7000000000000001,-32.14,-0.6301960784313726,-8.65,0,7.078431372549019,0,50,45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,0.9997714312000567,1177.1816339936154,2
718,34,128.63235294117646,2,488,248.78191176470594,16917.170000000002,733.8499999999993,3,-350.95,-5.161029411764706,-49.8,0,54.720588235294116,0,249,45-54,A,25-34K,Homeowner,2 Adults Kids,5+,3+,0.9991640433982574,15459.009303768273,3
722,31,48.758620689655174,1,456,104.08913793103449,6037.17,463.6999999999999,1,-55.6,-0.9586206896551724,-16.75,0,26.862068965517242,0,171,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9992420798446225,5556.819508309298,4
725,29,57.85964912280702,1,298,84.02035087719298,4789.16,366.5799999999999,2,-6,-0.10526315789473684,-2.5,0,22.771929824561404,0,111,45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,1.000000000000071,4742.207451014084,4
731,33,18.265625,1,104,41.4328125,2651.7,144.07999999999998,1.59,-17.99,-0.28109375,-8.6,0,9.421875,0,48,45-54,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9978966742864112,2169.4061643144055,2
732,29,37.017857142857146,2,168,67.05107142857143,3754.86,328.8399999999999,2.38,-16.7,-0.2982142857142857,-3,0,20.053571428571427,1,88,55-64,A,75-99K,Homeowner,2 Adults Kids,4,2,0.9998499534426788,3663.0843278024195,4
733,30,33.666666666666664,1,412,51.710588235294125,2637.2400000000002,276.4400000000001,1,-41.32,-0.8101960784313725,-17.75,0,17.352941176470587,0,203,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9993216856338335,2445.502741665242,2
740,32,56.049180327868854,2,520,109.19803278688526,6661.080000000001,992.6200000000005,3,-2.75,-0.045081967213114756,-1,0,33.09836065573771,1,327,45-54,A,175-199K,Homeowner,Single Female,2,None/Unknown,0.9999999999999716,6595.775294098896,1
741,32,24.24590163934426,1,149,54.09622950819673,3299.8700000000003,450.7200000000001,1.03,-1.5,-0.02459016393442623,-1,0,14.262295081967213,0,107,65+,U,50-74K,Homeowner,2 Adults Kids,3,1,0.9994260139904114,3090.148152617488,2
742,33,46.416666666666664,1,336,62.246500000000005,3734.7900000000004,316.4699999999998,0.99,-47.27,-0.7878333333333334,-20.71,0,20.916666666666668,0,90,35-44,A,15-24K,Renter,1 Adult Kids,4,2,0.9958076221035147,2605.746858446142,2
748,29,29.41176470588235,1,207,53.08882352941177,2707.53,413.5100000000001,2,-3.79,-0.07431372549019608,-2.5,0,12.098039215686274,0,79,45-54,B,Under 15K,Homeowner,2 Adults Kids,3,1,0.9990781210654874,2454.6926442880795,2
752,34,19.242424242424242,1,109,46.73954545454546,3084.8100000000004,288.7500000000001,1.25,0,0,0,0,11.878787878787879,0,71,35-44,A,75-99K,Renter,Single Female,2,None/Unknown,0.9998525455165299,3010.1803064814744,2
753,30,18.232142857142858,1,111,38.770357142857144,2171.14,191.13,0.79,-5.99,-0.10696428571428572,-2.99,0,9.410714285714286,0,60,45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,1,2149.8543137254883,2
755,31,20.589285714285715,1,80,52.41017857142857,2934.97,252.27999999999997,1,-20.55,-0.3669642857142857,-12,0,13.714285714285714,0,54,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,0.999816720938234,2853.889956944514,2
761,33,55.77777777777778,1,324,128.87349206349208,8119.030000000001,569.0200000000001,0.99,-99.9,-1.5857142857142856,-36.29,0,28.11111111111111,0,141,25-34,A,125-149K,Homeowner,1 Adult Kids,5+,3+,1.0000000000000284,8039.43166668951,1
762,32,50.46031746031746,1,209,130.5146031746032,8222.420000000002,701.85,1.69,-1.55,-0.024603174603174603,-1,0,34.23809523809524,0,171,35-44,A,125-149K,Renter,Single Female,2,None/Unknown,0.9999999999997726,8141.808039030558,1
764,33,22.716666666666665,1,109,46.51266666666667,2790.76,209.54000000000005,1.99,-24.78,-0.413,-9.5,0,13.1,0,81,35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,0.9989987108451934,2511.88707883001,2
766,32,57.131147540983605,1,481,136.45901639344265,8324.000000000002,1000.1100000000007,0.5,-26.09,-0.4277049180327869,-5.5,0,37.459016393442624,0,368,45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9983117628812156,7051.869390651068,1
768,34,48.32835820895522,1,377,80.52268656716419,5395.02,275.7300000000002,1.49,-28.79,-0.42970149253731343,-12.74,0,24.671641791044777,0,240,35-44,A,50-74K,Renter,Single Female,2,None/Unknown,0.9999130564382671,5296.08162707026,4
770,30,24.75,1,106,37.98596153846154,1975.27,142.49999999999994,2.5,-91.3,-1.7557692307692307,-20,0,9.442307692307692,0,33,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,0.9987562385503234,1739.5465179487471,2
771,33,70.87692307692308,1,545,122.7326153846154,7977.620000000001,760.7300000000007,2.19,-13.190000000000001,-0.20292307692307693,-4.4,0,42.4,1,401,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1.0000000000001705,7899.408039350389,1
779,33,21.666666666666668,1,104,64.92583333333334,3895.55,448.27000000000027,2.08,-0.75,-0.0125,-0.75,0,13.166666666666666,0,74,65+,U,125-149K,Homeowner,2 Adults Kids,3,1,0.9999325827648576,3831.5272360704766,4
784,30,17.945454545454545,0,157,43.98290909090909,2419.06,285.6099999999999,0,-8.5,-0.15454545454545454,-5,0,12.2,0,133,45-54,A,100-124K,Homeowner,Single Female,2,None/Unknown,0.9997610337938788,2339.4390383456685,2
785,28,12.685185185185185,1,103,29.957962962962963,1617.73,147.96,1,0,0,0,0,6.925925925925926,0,41,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9996629679760592,1549.6420038661224,2
786,33,38.698412698412696,1,164,118.12015873015875,7441.570000000001,960.3800000000002,1.49,0,0,0,0,25.349206349206348,0,106,19-24,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0.999296220362178,6884.122880608856,1
787,25,21.866666666666667,1,161,55.52044444444444,2498.42,350.43000000000006,0.99,-6.17,-0.1371111111111111,-5.17,0,17.466666666666665,0,161,25-34,B,25-34K,Homeowner,Single Male,1,None/Unknown,0.9998256771315431,2431.538411213922,2
788,33,68.61904761904762,1,445,106.11238095238095,6685.08,557.8399999999992,2.48,-74.4,-1.180952380952381,-15,0,27.38095238095238,0,136,25-34,U,Under 15K,Unknown,1 Adult Kids,2,1,0.9998309987798222,6509.528179488449,1
790,32,18.865384615384617,1,108,53.528076923076924,2783.46,287.86000000000007,0.79,-11,-0.21153846153846154,-6.25,0,15.807692307692308,0,103,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0.9993679785355434,2592.3303350022416,2
797,31,14.457627118644067,1,65,51.84864406779661,3059.07,397.66000000000014,2.59,-0.5,-0.00847457627118644,-0.5,0,10.864406779661017,1,40,25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9995246328743336,2891.6209630737417,2
800,33,71.49230769230769,2,390,160.16138461538466,10410.490000000002,763.65,6.050000000000001,-2.5,-0.038461538461538464,-1,0,50.184615384615384,2,275,25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000000284,10308.426372578311,1
802,31,14.236363636363636,1,59,39.04418181818182,2147.43,363.80999999999995,0.99,-7,-0.12727272727272726,-7,0,7.418181818181818,0,32,65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9991277776969418,1955.788527344375,2
803,26,18.891304347826086,1,85,44.27913043478261,2036.84,188.25000000000003,2.99,0,0,0,0,11.652173913043478,0,76,25-34,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,0.9996989272687142,1957.9232503296882,2
806,34,37.64179104477612,1,198,84.9913432835821,5694.42,535.19,1.29,-30.85,-0.46044776119402986,-6,0,14.119402985074627,0,88,35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1,5638.592352941172,4
808,31,17.5,1,69,36.76410714285714,2058.79,138.43999999999997,1.79,-0.55,-0.009821428571428573,-0.55,0,11.625,0,55,45-54,U,75-99K,Homeowner,2 Adults Kids,3,1,1.0000000000000142,2038.6057843166207,2
816,33,21.828125,1,120,52.7628125,3376.82,184.28,1.78,-13.44,-0.21,-3.4,0,13.578125,0,81,25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,0.9969039469256995,2553.222640896501,2
817,30,39.21818181818182,1,233,87.05690909090909,4788.13,431.85999999999996,-1,-13.72,-0.24945454545454546,-4.82,0,25.163636363636364,0,164,35-44,A,150-174K,Homeowner,2 Adults Kids,3,1,0.9994054570033482,4475.1222875002195,4
823,31,15.642857142857142,1,96,40.565535714285716,2271.67,182.7,0.67,-1.5,-0.026785714285714284,-1.5,0,6.910714285714286,0,32,35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,0.9993539185803227,2112.888899508704,2
825,33,61.61904761904762,1,360,156.014126984127,9828.890000000001,732.7000000000004,1.19,-52.71,-0.8366666666666667,-8.99,0,34.80952380952381,0,266,45-54,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9996902376158312,9440.109258267827,1
831,32,48.285714285714285,1,172,139.98571428571432,8819.100000000002,642.1200000000002,1,-12.25,-0.19444444444444445,-4,0,34.04761904761905,0,102,45-54,B,50-74K,Homeowner,1 Adult Kids,3,2,0.9993996783619897,8238.087987803046,1
840,33,56.55384615384615,2,273,182.44692307692313,11859.050000000003,778.66,2,-9.9,-0.1523076923076923,-5.7,0,36.15384615384615,0,189,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,0.9999999999999929,11742.784803913219,3
844,29,33.03636363636364,1,171,96.76327272727274,5321.9800000000005,390.8700000000001,0.99,-36.300000000000004,-0.66,-10.25,0,22.09090909090909,0,149,45-54,A,200-249K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999295850000732,5232.955866792493,4
845,34,28.6875,1,133,74.68734375,4779.99,269.34000000000003,0.99,-13.629999999999999,-0.21296874999999998,-10.18,0,21.5625,0,88,19-24,B,50-74K,Homeowner,Single Female,1,None/Unknown,0.999339065632242,4439.692797711623,4
852,31,14.754716981132075,1,170,36.58452830188679,1938.98,268.1500000000001,1.07,-4.75,-0.08962264150943396,-3,0,9.037735849056604,0,113,25-34,U,35-49K,Unknown,2 Adults Kids,4,2,0.9992225165476006,1781.464476968808,2
853,32,48.016666666666666,1,463,197.35383333333255,11841.229999999952,3603.179999999978,1,-13.46,-0.22433333333333333,-6,0,34.93333333333333,1,419,25-34,B,175-199K,Unknown,Single Female,1,None/Unknown,0.9999090146351043,11619.41979481311,3
856,32,38.81967213114754,1,180,76.4672131147541,4664.5,323.27000000000004,1.79,-9.55,-0.15655737704918032,-3.3,0,18.885245901639344,0,84,55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown,0.999927018219112,4585.305233656405,4
857,30,31.696428571428573,1,123,72.13053571428571,4039.31,360.3900000000002,0.99,-1.5,-0.026785714285714284,-1,0,21.660714285714285,0,97,65+,A,35-49K,Homeowner,1 Adult Kids,3,1,0.9993185125442361,3744.5242885252983,4
859,32,44.274193548387096,1,165,104.21096774193548,6461.08,468.9,1.84,-4.8,-0.07741935483870968,-2,0,27.85483870967742,0,124,25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,0.9999273112278386,6351.567315485072,1
863,31,15.901960784313726,1,127,35.96901960784314,1834.42,462.78000000000003,0.99,-2.15,-0.04215686274509804,-1,0,8.549019607843137,0,62,45-54,U,15-24K,Unknown,Unknown,1,None/Unknown,0.9999999999999716,1816.4354901909142,2
864,32,53.65625,1,376,122.29062499999999,7826.5999999999995,697.4799999999998,2.99,-55.88,-0.873125,-15.16,0,23.5625,0,140,35-44,U,15-24K,Homeowner,Single Female,1,None/Unknown,0.9999999999999716,7749.868627428947,1
865,28,13.510204081632653,1,62,36.9230612244898,1809.23,327.26,0.99,-3.49,-0.07122448979591837,-3.49,0,6.3061224489795915,0,29,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,0.9984670608445687,1553.370243990848,2
866,30,41.724137931034484,1,305,87.53362068965517,5076.95,653.05,2.7800000000000002,-15.49,-0.2670689655172414,-7.5,0,15.068965517241379,0,79,45-54,U,15-24K,Unknown,1 Adult Kids,2,1,0.9934661383406722,3040.533472442603,4
867,33,35.63076923076923,1,232,74.91015384615385,4869.160000000001,483.63000000000034,0.99,-120.82000000000001,-1.8587692307692307,-15.27,0,16.123076923076923,0,100,45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,0.9999999999999716,4821.423137241195,4
868,34,29.78787878787879,1,100,85.55909090909091,5646.9000000000005,366.56000000000023,2.99,-24.99,-0.37863636363636366,-4.5,0,19.484848484848484,0,64,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9997372022983079,5448.356674098896,4
871,33,53.328125,1,332,160.22359375000002,10254.310000000001,802.6600000000004,0.79,0,0,0,0,30.609375,0,191,35-44,A,200-249K,Homeowner,2 Adults Kids,3,1,0.9998422245250147,9996.064171751437,1
875,32,16.454545454545453,1,69,26.49490909090909,1457.22,109.75,0.75,-16.05,-0.2918181818181818,-7.5,0,6.1454545454545455,0,30,25-34,U,25-34K,Unknown,2 Adults Kids,3,1,0.9950841324735572,967.3815665456511,2
878,30,59,1,204,101.5740350877193,5789.72,362.6899999999997,1,-1,-0.017543859649122806,-1,0,28.70175438596491,1,112,25-34,U,35-49K,Unknown,1 Adult Kids,3,2,0.9998371638863123,5641.100550164631,4
879,30,13.87719298245614,1,70,33.19263157894737,1891.98,190.91000000000003,1,-9.85,-0.17280701754385966,-5,0,7.807017543859649,0,34,35-44,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9992481540378464,1742.4274706548497,2
882,33,34.16923076923077,1,229,66.40984615384615,4316.64,412.77,1,-31.64,-0.4867692307692308,-10,0,16.984615384615385,0,76,45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,0.9968108902200403,3240.7949219549714,4
883,31,49.45762711864407,1,336,148.44847457627122,8758.460000000001,870.96000000000015,0.38,-10,-0.1694915254237288,-2.5,0,25.25423728813559,0,245,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999237568706254,8606.970508497758,1
886,33,29.28813559322034,1,272,68.69254237288136,4052.8600000000006,564.71,1.6800000000000002,-15.450000000000001,-0.26186440677966105,-3.1,0,11.796610169491526,0,85,35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9998401701573261,3949.9933961248003,4
888,33,59.44615384615385,1,541,131.89169230769232,8572.960000000001,731.9700000000001,0.99,-114.25,-1.7576923076923077,-38.81,0,35.55384615384615,0,214,25-34,U,150-174K,Homeowner,2 Adults Kids,3,1,0.9995868345142526,8152.094945737528,1
889,33,70.51515151515152,1,347,155.58909090909094,10268.880000000003,614.0400000000005,2.99,-256.78000000000003,-3.8906060606060606,-26.230000000000004,0,48.25757575757576,0,234,25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,1.000000000000071,10168.204705954597,1
895,33,40.564516129032256,1,442,123.56306451612909,7660.9100000000035,1341.0600000000013,1,-16.68,-0.26903225806451614,-7.49,0,24.322580645161292,1,158,45-54,U,150-174K,Unknown,Single Male,1,None/Unknown,0.9961085340369221,5460.764946894725,1
898,32,46.93333333333333,1,428,111.6101666666667,6696.610000000002,741.130000000001,0.59,-13.540000000000001,-0.22566666666666668,-8.99,0,28.883333333333333,0,335,55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000000746,6630.9569608337815,1
900,33,80.98484848484848,1,373,202.9516666666667,13394.810000000003,1788.8300000000017,2.39,-12.38,-0.1875757575757576,-5.390000000000001,0,40.68181818181818,1,166,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999999999999432,13263.48833325793,3
903,32,16.333333333333332,1,118,53.32037037037038,2879.3,379.3300000000001,1.09,-1.5,-0.027777777777777776,-1,0,11.074074074074074,0,91,35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,0.9988621062427427,2559.794186194082,2
906,30,61.528301886792455,1,340,104.0232075471698,5513.23,411.24000000000024,1,-16.3,-0.30754716981132074,-9.75,0,17.849056603773583,0,113,55-64,A,Under 15K,Homeowner,Single Female,2,None/Unknown,0.9999999999998259,5459.178725395156,4
908,32,36.98412698412698,1,176,89.59873015873016,5644.72,609.1600000000001,1.19,-10.74,-0.17047619047619048,-2.89,0,18.07936507936508,0,88,45-54,A,100-124K,Probable Owner,2 Adults Kids,3,1,0.9995242504950029,5335.541485768561,4
911,33,25.580645161290324,1,316,56.36048387096775,3494.3500000000004,427.46000000000043,0.6900000000000001,-7.75,-0.125,-2,0,16.096774193548388,0,247,25-34,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9951481095720044,2329.7314799363453,2
914,27,12.117647058823529,1,62,35.96235294117647,1834.08,152.75,2,0,0,0,0,6.8431372549019605,0,34,45-54,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9998602915272504,1791.0759746300082,2
915,22,16.885714285714286,1,90,27.844571428571427,974.5600000000001,136.61999999999995,1,0,0,0,0,5.085714285714285,0,19,45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,0.9996300829351001,930.581685616785,2
920,33,42.29032258064516,1,356,87.80258064516129,5443.76,698.17,0.5,-35.9,-0.5790322580645161,-17.7,0,14.67741935483871,0,111,45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,0.9999280169528028,5351.865445624992,4
922,31,18.53448275862069,1,154,49.76689655172414,2886.48,234.6500000000001,0.75,-33.76,-0.5820689655172414,-11.370000000000001,0,13.362068965517242,0,97,45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,0.9967512363713245,2157.3191707370765,2
